order_gk,offer_id
3000597035714,300051570117
3000632823157,300052401869
3000622342233,300051767580
3000628633442,300052162936
3000622167130,300051757438
3000625916239,300052010879
3000582240799,300050957069
3000632121079,300052353391
3000628431243,300052136914
3000588681576,300051230426
3000593772481,300051442266
3000599285868,300051653009
3000594822165,300051501138
3000596421495,300051566792
3000617401701,300051713504
3000554121943,300050654876
3000618051553,300051743754
3000593046427,300051403180
3000599387176,300051662167
3000556221660,300050743078
3000553445513,300050625611
3000588706098,300051232414
3000590031608,300051306255
3000557787372,300050780829
3000596421277,300051566518
3000591431365,300051353407
3000592396661,300051373770
3000594921070,300051507387
3000595546066,300051535304
3000617425949,300051714554
3000594098031,300051457267
3000577300603,300050818076
3000587381836,300051168967
3000588506185,300051219512
3000593148067,300051411399
3000593671539,300051434048
3000599911258,300051683469
3000592496333,300051377950
3000594396961,300051480524
3000596421495,300051566781
3000553720812,300050641223
3000594122379,300051461027
3000554246048,300050660089
3000554895869,300050688520
3000589256441,300051260716
3000617552933,300051726494
3000623043190,300051820911
3000624167172,300051890934
3000578727428,300050903040
3000629332263,300052226574
3000632197087,300052365442
3000623066353,300051822451
3000629231136,300052214120
3000628607800,300052157544
3000556271203,300050744774
3000595096999,300051522765
